,title,sector,website,phoneNumber,address
8018,Pacific Ace LLC,Tennis court construction company,pacificace.net,(503) 320-8276,"3613 NE 36th Ave, Vancouver, WA 98661"
8019,"Renewed Heart Counseling, LLC",Counselor,renewedheartcounseling.com,(503) 929-1348,"17979 SW Stafford Rd, Lake Oswego, OR 97034"
8020,Villa Verdante,Apartment building,peakpropertymgt.com,(503) 976-5653,"100 Gatch St, Woodburn, OR 97071"
8021,Wood River Lodge,,woodriveralaska.com,(907) 713-7213,"US survey 4499, Healy, AK 99743"
8022,Bike Gallery,Bicycle Shop,bikegallery.com,(503) 636-1600,"200 B Ave, Lake Oswego, OR 97034"
8023,Executive Search Solution International,Executive search firm,execssi.com,(212) 551-3505,"230 Park Ave, New York, NY 10169"
8024,Bravura Finishes,Painting studio,bravurafinishes.com,(503) 635-0744,"Lake Oswego, OR 97035"
8025,Baird's on B Bar & Grill,New American restaurant,bairdsonb.com,(503) 303-4771,"485 2nd St, Lake Oswego, OR 97034"
8026,"The R-Group, LLC",Venture capital company,crunchbase.com,,
8027,Kruseway Commons Apartments,Apartment building,krusewaycommons.com,(503) 697-7997,"4933 Parkview Dr, Lake Oswego, OR 97035"
8028,Oswego Beauty and Laser,Laser hair removal service,oswegobeautyandlaser.com,(503) 462-7777,"375 N State St, Lake Oswego, OR 97034"
8029,Oswego Real Estate Group @ eXp Realty,Real estate agency,oswegorealestategroup.com,(503) 989-6123,"333 S State St #200, Lake Oswego, OR 97034"
8030,Stephens Homes,Construction company,stephenshomes.net,(503) 929-5944,"311 B Ave UNIT F, Lake Oswego, OR 97034"
8031,"Sage OWL Therapy, LLC",Mental health clinic,sageowltherapy.com,(503) 946-9871,"14523 Westlake Dr #23, Lake Oswego, OR 97035"
8032,Cask & Cru,Wine club,caskandcrupnw.com,(360) 949-2501,
8033,Chuckie Pies,Pizza restaurant,chuckiepies.com,(503) 342-6207,"370 1st St, Lake Oswego, OR 97034"
8034,SpeechWorks,Speech pathologist,speechworkspdx.com,(503) 917-0088,"15630 Boones Ferry Rd, Lake Oswego, OR 97035"
8035,Cigar Reserve,Cigar shop,cigarreserve.com,(503) 522-4915,"333 S State St, Lake Oswego, OR 97034"
8036,Allium Financial Advisors,Financial planner,alliumfinancial.com,(877) 487-6860,"310 N State St Suite 208, Lake Oswego, OR 97034"
8037,Lake Oswego Review,Newspaper publisher,lakeoswegoreview.com,(503) 635-8811,"400 2nd St, Lake Oswego, OR 97034"
8038,Calloway Creek Homes,Lodge,valleyoregonhomes.com,(541) 791-7946,"Adair Village, OR 97330"
8039,Lakeside Bicycles,Bicycle Shop,lakeside-bikes.com,(503) 699-8665,"428 N State St, Lake Oswego, OR 97034"
8040,"B. Clark Interior Design, LLC",Interior designer,bclarkinteriordesign.com,(503) 267-8927,
8041,Pacific Northwest Advisory,Financial planner,pnwadvisory.com,(503) 880-1828,
8042,"The R-Group, LLC",Venture capital company,crunchbase.com,,
8043,Teragan,Environmental consultant,teragan.com,,
8044,Lake Oswego Senior High School,School,losdschools.org,(503) 534-2313,"2501 Country Club Rd, Lake Oswego, OR 97034"
8045,Orchard Park at Victory Lakes,Assisted living facility,orchardparkatvictorylakes.com,(281) 369-4404,"2760 W Walker St, League City, TX 77573"
8046,Domaine Serene Wine Lounge,Wine bar,domaineserenewineloungelo.com,(503) 664-7030,"300 1st St, Lake Oswego, OR 97034"
8047,The Dental Studio - Lake Oswego Dentist,Dentist,lodentalstudio.com,(503) 676-3855,"510 4th St, Lake Oswego, OR 97034"
8048,Iron Mountain Wealth Management,Investment company,ironmountainwm.com,(855) 476-6668,"696 McVey Ave Suite 201, Lake Oswego, OR 97034"
8049,McDonald's,Fast food restaurant,mcdonalds.com,(503) 636-1579,"16044 Lower, Boones Ferry Rd, Lake Oswego, OR 97034"
8050,Teragan,Environmental consultant,teragan.com,,
8051,Robert L. Sepp Attorney at Law,Criminal justice attorney,rsepplaw.com,(503) 563-7195,"2350 Willamette Falls Dr #9, West Linn, OR 97068"
8052,Lakeshore Inn,,thelakeshoreinn.com,(503) 636-9679,"210 N State St, Lake Oswego, OR 97034"
8053,"Sokol & Associates, P.C.",Personal injury attorney,sokolandassociateslaw.com,(503) 575-9683,"300 Oswego Pointe Dr Suite 101, Lake Oswego, OR 97034"
8054,Third Century Solutions LLC,Marketing consultant,thirdcenturysolutions.com,(503) 675-7366,"311 B Ave, Lake Oswego, OR 97034"
8055,Morse Coffee Company,Coffee shop,morsecoffeecompany.com,,"417 1st St, Lake Oswego, OR 97034"
8056,Pacific Northwest Advisory,Financial planner,pnwadvisory.com,(503) 880-1828,
8057,EB5 WEST LLC,Stock broker,eb5w.com,(503) 990-6808,"5285 Meadows Rd #100, Lake Oswego, OR 97035"
8058,ANNIE NAILS & SPA,Nail salon,annienailsandspa.com,(503) 699-4193,"17510 Provost St UNIT 104, Lake Oswego, OR 97034"
8059,Back N' Line Chiropractic and Wellness,Chiropractor,backnlinechiro.com,(503) 914-4955,"482 2nd St, Lake Oswego, OR 97034"
8060,"NW General Contracting, LLC",Construction company,nwgeneralcontracting.com,(503) 455-4073,
8061,Natureworx,Store,natureworxpkg.com,(503) 709-1153,"333 S State St, Lake Oswego, OR 97034"
8062,North Peak Investments,Property investment,northpeakinvest.com,(855) 290-2444,"18765 SW Boones Ferry Rd, Tualatin, OR 97062"
8063,Two-Spirit Shamanic Healing,Counselor,jaimedina.com,(503) 683-3085,"11640 SW Boones Ferry Rd, Portland, OR 97219"
8064,Enterprise Rent-A-Car,Car rental agency,enterprise.com,(503) 303-1823,"120 Foothills Rd, Lake Oswego, OR 97034"
8065,West One Marine,Boat repair shop,westonemarineboats.com,(503) 702-0450,"221 Foothills Rd, Lake Oswego, OR 97034"
8066,KMP Premiere Properties,Real estate agency,kmppremiereproperties.com,(503) 997-9021,"410 1st St, Lake Oswego, OR 97034"
8067,Gray Law LLC,Criminal justice attorney,graylawfirms.com,(503) 957-9699,"644 N State St, Lake Oswego, OR 97034"
8068,Integrity Air LLC,HVAC contractor,integrityairllc.com,(503) 598-0966,"16756 SW 72nd Ave, Portland, OR 97224"
8069,"JMT Ventures, LLC",Investment service,jmtventuresllc.com,(602) 910-4341,"6929 N Hayden Rd c4, Scottsdale, AZ 85250"
8070,CleanerPath,Cleaning products supplier,cleanerpath.com,(503) 347-1860,"1640 NW 14th Ave, Portland, OR 97209"
8071,"Affordable Terms Mortgage, LLC",Mortgage lender,beatbankrates.com,(503) 305-7675,"89 Foothills Rd, Lake Oswego, OR 97034"
8072,Caliber Collision,Auto body shop,calibercollision.com,(503) 636-1159,"120 Foothills Rd, Lake Oswego, OR 97034"
8073,Oswego Marine,Boat storage facility,oswegomarine.com,(503) 635-8234,"221 Foothills Rd, Lake Oswego, OR 97034"
8074,Hair By Brittany Jauchius,Hair salon,jauchius.fullslate.com,(503) 505-1720,"246 B Ave, Lake Oswego, OR 97034"
8075,Chinese American International School,Preschool,caisoregon.org,(503) 348-3028,"1855 South Shore Blvd, Lake Oswego, OR 97034"
8076,Portland Urban Properties Group,Real estate agency,zillow.com,(503) 984-4919,"16365 Boones Ferry Rd, Lake Oswego, OR 97035"
8077,"CONCRETE VENTURES, LLC",Real estate developer,concreteventures.net,(914) 632-0222,"1009 W Boston Post Rd 2nd floor, Mamaroneck, NY 10543"
8078,1611 Indoor Golf Club,Golf club,1611sports.com,(817) 349-0726,"1305 Ranchers Legacy Trail, Fort Worth, TX 76126"
8079,The Dental Studio - Lake Oswego Dentist,Dentist,lodentalstudio.com,(503) 676-3855,"510 4th St, Lake Oswego, OR 97034"
8080,North Star Property Management,Property management company,northstarproperties.com,(503) 636-2232,"430 5th St UNIT C, Lake Oswego, OR 97034"
8081,"The R-Group, LLC",Venture capital company,crunchbase.com,,
8082,Adisaya Thai,Thai restaurant,adisayathai.com,(503) 635-0813,"1235 McVey Ave A, Lake Oswego, OR 97034"
8083,Teragan,Environmental consultant,teragan.com,,
8084,Wishbone Home & Design,Home goods store,wishbonehomedesign.com,(503) 636-1229,"385 1st St, Lake Oswego, OR 97034"
8085,Oregon Wine Reserve,Wine storage facility,oregonwinereserve.com,(503) 342-6269,"600 N State St, Lake Oswego, OR 97034"
8086,Soaring Crane Acupuncture LLC,Acupuncture clinic,soaringcraneacupuncture.com,(503) 303-7595,"630 B Ave #3, Lake Oswego, OR 97034"
8087,Teragan,Environmental consultant,teragan.com,,
8088,Seasons Living,Property management company,seasonsliving.com,(503) 675-3925,"560 1st St #104, Lake Oswego, OR 97034"
8089,NW Nannies LLC,Child care agency,nwnannies.net,(503) 245-5288,"3 Monroe Parkway Suite P#129, Lake Oswego, OR 97035"
8090,Stephanie Snow MS LPC LLC,Psychotherapist,stephaniesnowpdx.com,(503) 345-3260,"14523 Westlake Dr #16, Lake Oswego, OR 97035"
8091,"Literacy Matters, LLC",Literacy program,myliteracymatters.com,(971) 228-9110,
8092,Teal Point Custom Home Builder,Custom home builder,tealpointcustomhomes.com,(971) 235-5882,"1289 Chandler Rd, Lake Oswego, OR 97034"
8093,Casa Pequena Taqueria,Mexican restaurant,casapequenataqueria.com,(503) 387-3439,"430 5th St, Lake Oswego, OR 97034"
8094,Photo Lab,Photo lab,photolabpics.com,(503) 635-5419,"16324 Bryant Rd, Lake Oswego, OR 97035"
8095,Imagine Yoga Studio,Yoga studio,imagineyogastudio.com,(503) 908-7845,"425 2nd St #100, Lake Oswego, OR 97034"
8096,Three Arch Investors,Real estate developer,threearchinvestors.com,(949) 322-6983,"1300 Tyndall Ct, Lake Oswego, OR 97034"
8097,Teragan,Environmental consultant,teragan.com,,
8098,Whole Foods Market,Grocery store,wholefoodsmarket.com,(503) 782-4672,"11 S State St, Lake Oswego, OR 97034"
8099,Mapel Boutique,Women's clothing store,mapelboutique.com,(503) 344-4573,"390 N State St #124, Lake Oswego, OR 97034"
8100,Five Spice Seafood + Wine Bar,Seafood restaurant,fivespicerestaurant.com,(503) 697-8889,"315 1st St #201, Lake Oswego, OR 97034"
8101,Augusta Lawn Care of Lake Oswego,Lawn care service,augustalawncareservices.com,(503) 224-4836,
8102,Dola Nails Spa,Nail salon,dolanails.com,(503) 636-3255,"333 S State St, Lake Oswego, OR 97034"
8103,"Casa Smith Designs, LLC",Landscape designer,casasmithdesigns.com,(971) 204-8809,
8104,Quicker Courier,Shipping company,quickerpdx.com,(503) 858-4688,"17600 S Pacific Hwy, Marylhurst, OR 97036"
8105,"Squeegee Clean Window Washing, LLC",Window cleaning service,squeegeecleanpdx.com,(971) 712-8160,
8106,Angelic Essences,Holistic medicine practitioner,angelicessences.com,(800) 910-8877,"15875 Boones Ferry Rd #2125, Lake Oswego, OR 97035"
8107,Modern Radiance,Medical spa,modernradianceoregon.com,,"470 6th St Suite B, Lake Oswego, OR 97034"
8108,Geometrix Architecture-Construction,Architect,allaboutbuildings.com,(503) 240-4436,"1907 Mapleleaf Ct, Lake Oswego, OR 97034"
8109,Disability Law Office NW,Social security attorney,disabilitylawnw.com,(503) 639-6666,"16869 SW 65th Ave Suite 309, Lake Oswego, OR 97035"
8110,Petco Dog Training,Dog trainer,stores.petco.com,(503) 635-5324,"333 S State St Suite A, Lake Oswego, OR 97034"
8111,Healthiu​s Adult Care Home,Nursing home,healthiusach.com,(503) 697-7199,
8112,The Oswegan Apartment Homes,Apartment building,liveattheoswegan.com,(503) 636-9366,"199 E Ave, Lake Oswego, OR 97034"
8113,Brown Building & Designing LLC,General contractor,brownbuilddesign.com,(503) 675-3909,"501 4th St #197, Lake Oswego, OR 97034"
8114,PDX Fitness,Personal trainer,pdxfitnessgym.com,(503) 250-4917,"17510 provost st UNIT 101, Lake Oswego, OR 97034"
8115,Stickmen's Lakeside Smokehouse & Brewery,Brewery,stickmenbeer.com,(503) 344-4449,"40 N State St, Lake Oswego, OR 97034"
8116,Mississippi Delta BBQ,Catering food and drink supplier,mississippideltabbq.com,(503) 869-8184,
8117,Lake Oswego Police Department,Police department,ci.oswego.or.us,(503) 635-0238,"380 A Ave, Lake Oswego, OR 97034"
8118,Oswego Pointe Apartments,Apartment building,oswegopointeapartments.com,(833) 524-0143,"5033 Foothills Rd, Lake Oswego, OR 97034"
8119,Blue Moon Coffee,Coffee shop,bluemoonlo.com,(503) 744-4914,"220 A Ave #100, Lake Oswego, OR 97034"
8120,Fairway America,Investment company,fairwayamerica.com,(503) 906-9100,"16150 SW Upper Boones Ferry Rd, Portland, OR 97224"
8121,"Frazier Insurance Group, LLC",Insurance company,frazierinsgroup.com,(503) 245-4499,"10260 SW Greenburg Rd #400, Portland, OR 97223"
8122,Bonnie Louese McCreery - Aflac Insurance Agent,Insurance agency,local.aflac.com,(503) 997-1659,"1307 Hemlock St, Lake Oswego, OR 97034"
8123,WealthFactor,Investment service,wealthfactor.co,(503) 477-8100,"525 3rd St, Lake Oswego, OR 97034"
8124,DataDx Consulting,Consultant,datadxconsulting.com,(503) 342-7052,"8 N State St Ste 101, Lake Oswego, OR 97034"
8125,Public Storage,Self-storage facility,publicstorage.com,(503) 342-7544,"801 N State St, Lake Oswego, OR 97034"
8126,wink publishing,Publisher,winkpublishing.com,(503) 432-1383,"17982 Ridge Lake Dr, Lake Oswego, OR 97034"
8127,Leasa Lowy MD,Doctor,leasalowymd.com,(503) 386-5424,"11900 SW Greenburg Rd Suite 1, Tigard, OR 97223"
8128,"Interiors by Decorating Den, Ragan Corliss",Window treatment store,thedecordivas.com,(503) 710-6091,
8129,Travel & Cruise Desk,Travel agency,travelcruisedesk.com,(503) 636-5684,"601 1st St, Lake Oswego, OR 97034"
8130,"Anne Stewart eXp Realty, REALTOR®",Real estate agents,sellingportlandhomes.com,(503) 804-1466,"525 3rd St, Lake Oswego, OR 97034"
8131,"Yvonne Blewett, Cascade Sothebys International Realty",Real estate agents,yvonneblewett.com,(503) 577-6262,"310 N State St #102, Lake Oswego, OR 97034"
8132,Javiena Group,Real estate agency,javienagroup.com,(503) 877-2507,"501 4th St #804, Lake Oswego, OR 97034"
8133,St. Honoré Bakery Lake Oswego,Bakery,sainthonorebakery.com,(503) 496-5596,"315 1st St #103, Lake Oswego, OR 97034"
8134,Shannon Odell,Counselor,drshannonodell.com,(503) 490-2143,"530 1st St, Lake Oswego, OR 97034"
8135,Lake Oswego Hunt Club,Horseback riding service,lakeoswegohunt.com,(503) 636-0674,"2725 Iron Mountain Blvd, Lake Oswego, OR 97034"
8136,Boss PDX,General contractor,bosspdx.com,(844) 267-7739,
8137,"The Hamilton GrouP, LLC Auctions, Appraisals & Liquidations",Auction house,hamilton-grp.com,(203) 433-8052,"36 Killingworth Turnpike, Clinton, CT 06413"
8138,Monte Ferro Winery,Winery,winesbymonteferro.com,+1 503-803-9180,"2240 Prestwick Rd, Lake Oswego, OR 97034, United States"
8139,Imagine Yoga Studio,Yoga studio,imagineyogastudio.com,+1 503-908-7845,"425 2nd St #100, Lake Oswego, OR 97034, United States"
8140,Rain Spark Gallery,Art gallery,rainsparkgallery.com,,
8141,Affordable & Reliable Pet Care,Pet sitter,westlinnpetsitter.com,+1 503-432-5472,"Ste. V, #414, 333 S State St, Lake Oswego, OR 97034, United States"
8142,Five Spice Seafood + Wine Bar,Seafood restaurant,fivespicerestaurant.com,+1 503-697-8889,"315 1st St #201, Lake Oswego, OR 97034, United States"
8143,Heartprint Productions,Video production service,heartprintproductions.com,+1 971-770-0520,
8144,"Medica Holdings, LLC",Corporate office,medicaholdings.com,+1 503-227-1900,"5200 Meadows Rd #150, Lake Oswego, OR 97035, United States"
8145,Drawn2Art Lake Oswego,Art school,drawn2artstudios.com,+1 971-335-3940,"150 A Ave, Lake Oswego, OR 97034, United States"
8146,Foundations First North West LLC,Contractor,foundationsfirstnw.com,+1 503-719-7548,"117 Foothills Rd Suite H, Lake Oswego, OR 97034, United States"
8147,The Move Makers,Professional organizer,themovemakers.com,+1 503-744-0826,
8148,Western Grocers Employee Benefits Trust,Health insurance agency,westerngrocerstrust.com,+1 503-968-2360,
8149,Rite Aid Pharmacy,Pharmacy,locations.riteaid.com,+1 503-697-0990,"90 B Ave, Lake Oswego, OR 97034, United States"
8150,James Mead Photography,Artist,jamesmeadphotography.com,+1 503-776-0646,
8151,Eastport Plaza Shopping Center,Shopping mall,eastportplaza.com,+1 503-771-3817,"4000 SE 82nd Ave, Portland, OR 97266, United States"
8152,Teragan,Environmental consultant,teragan.com,,
8153,Legacy Property Management,Property management company,legacynw.com,+1 503-765-9479,"15635 SE 114th Ave #206, Clackamas, OR 97015, United States"
8154,Eames Consulting,Consultant,eames.consulting,+1 503-799-9537,"417 2nd St, Lake Oswego, OR 97034, United States"
8155,Baird's on B Bar & Grill,New American restaurant,bairdsonb.com,+1 503-303-4771,"485 2nd St, Lake Oswego, OR 97034, United States"
8156,The Realm Creative Academy,Learning center,realmacademy.com,+1 310-399-1139,"400 Pico Blvd, Santa Monica, CA 90405, United States"
8157,Apricity Counseling & Consultation,Mental health clinic,apricity-counseling.com,+1 503-607-7236,"2960, 630 B Ave #9, Lake Oswego, OR 97034, United States"
8158,Stone Creek Patent Services,Consultant,stonecreek.us,+1 503-719-8905,"1286 Rockinghorse Ln, Lake Oswego, OR 97034, United States"
8159,"NorthWest Investment and Retirement Group, LLC",Financial planner,nwretire.com,+1 503-546-8092,"5901 S Macadam Ave #135, Portland, OR 97239, United States"
8160,Luminance Healing,Life coach,luminancehealing.com,,
8161,St. Honoré Bakery Lake Oswego,Bakery,sainthonorebakery.com,+1 503-496-5596,"315 1st St #103, Lake Oswego, OR 97034, United States"
8162,Morse Coffee Company,Coffee shop,morsecoffeecompany.com,,"417 1st St, Lake Oswego, OR 97034, United States"
8163,Viridis Asset Management,Consultant,viridisassetmanagement.com,+1 917-617-3124,"560 1st St, Lake Oswego, OR 97034, United States"
8164,AIA Platinum Promotions,Promotional products supplier,aiaplatinum.com,+1 503-631-7010,
8165,Jem Boutique and Salon,Beauty salon,jemboutiquesalon.com,+1 503-380-5265,"25 A Ave, Lake Oswego, OR 97034, United States"
8166,Riverbend On the Willamette,Condominium complex,riverbendcondominiums.org,+1 503-675-6755,"111 Furnace St, Lake Oswego, OR 97034, United States"
8167,Optimal Dwelling Spaces LLC,Corporate office,optimaldwellingspaces.com,+1 971-204-8956,"2182 Glenmorrie Dr, Lake Oswego, OR 97034, United States"
8168,"Christopher Hall - Ameriprise Financial Services, LLC",Financial planner,ameripriseadvisors.com,+1 503-635-8192,"201 B Ave Ste 240, Lake Oswego, OR 97034, United States"
8169,Peak Realty,Real estate agents,peak.realty,+1 503-902-4777,"525 3rd St Suite 200, Lake Oswego, OR 97034, United States"
8170,Sunshine Nutraceuticals,Vitamin & supplements store,sunshinentc.com,+1 503-858-8623,"18247 Moria Ct, Lake Oswego, OR 97034, United States"
8171,Sara Lewis Real Estate,Real estate agents,saralewisrealestate.com,+1 503-481-3478,"220 A Ave #200, Lake Oswego, OR 97034, United States"
8172,Lace Nails,Nail salon,thelacenails.com,+1 503-636-0027,"425 2nd St #140, Lake Oswego, OR 97034, United States"
8173,Project 360,Gym,project360pdx.com,,"460 2nd St, Lake Oswego, OR 97034, United States"
8174,Will & Sons Excavation LLC,Excavating contractor,willandsonsexcavation.com,+1 503-317-2626,
8175,"Nicholas G Dose, DMD - Family Dentistry in Lake Oswego",Dentist,lakeoswegodentalcare.com,+1 503-765-7300,"601 1st St Suite A, Lake Oswego, OR 97034, United States"
8176,Reichlein Troy CPA,Certified public accountant,reichleincpa.com,+1 503-653-9592,"420 2nd St, Lake Oswego, OR 97034, United States"
8177,DataDx,Corporate office,datadx.com,+1 503-342-7052,"8 N State St Suite 101, Lake Oswego, OR 97034, United States"
8178,High Rocks Park,Park,ci.gladstone.or.us,+1 503-557-2769,"25 82nd Dr, Gladstone, OR 97027, United States"
8179,"Medica Holdings, LLC",Corporate office,medicaholdings.com,+1 503-227-1900,"5200 Meadows Rd #150, Lake Oswego, OR 97035, United States"
8180,Sterling Piano Tuning,Piano tuning service,sterlingpianotuning.com,+1 971-338-9161,
8181,Bamboo Sushi,Sushi restaurant,bamboosushi.com,+1 503-387-6565,"380 1st St, Lake Oswego, OR 97034, United States"
8182,Teragan,Environmental consultant,teragan.com,,
8183,Erickson's Automotive,Auto repair shop,ericksonsautomotive.com,+1 503-635-4116,"101 Foothills Rd, Lake Oswego, OR 97034, United States"
8184,"Laurie Bornstein, Windermere Realty Trust",Real estate agents,lauriebornsteinhomes.com,+1 503-412-5906,"220 A Ave #200, Lake Oswego, OR 97034, United States"
8185,Paradigm Salon,Hair salon,paradigm-salon.com,+1 503-675-0353,"473 3rd St, Lake Oswego, OR 97034, United States"
8186,Zupan's Markets - Lake Oswego,Grocery store,zupans.com,+1 503-210-4190,"16380 Boones Ferry Rd, Lake Oswego, OR 97035, United States"
8187,Madrona Hill Cafe,Coffee shop,madronahillcafe.com,+1 503-289-7617,"5937 N Greeley Ave, Portland, OR 97217, United States"
8188,"PlanB Consultancy International, LLC",Business management consultant,planbconsult.net,+1 503-850-9876,"696 McVey Ave UNIT 202, Lake Oswego, OR 97034, United States"
8189,Plump Medspa,Medical spa,plumpmedispa.com,+1 503-915-9437,"630 B Ave #7, Lake Oswego, OR 97034, United States"
8190,Nicoletta's Table and Marketplace,Italian restaurant,nicolettastable.com,+1 503-699-2927,"333 S State St suite m, Lake Oswego, OR 97034, United States"
8191,Square Lines Design Llc,Website designer,square-lines.com,+1 503-747-3876,"4875 SW Griffith Dr, Beaverton, OR 97005, United States"
8192,"Lake Oswego Aesthetics, LLC.",Medical spa,lakeoswegoaesthetics.com,+1 503-805-3053,"201 B Ave #225, Lake Oswego, OR 97034, United States"
8193,Pura Vida Massage and Wellness,,puravida.us.com,+1 503-577-7007,"478 2nd St, Lake Oswego, OR 97034, United States"
8194,Ellis & Associates Investigations,Private investigator,oregoninvestigator.com,+1 503-635-6095,"West Linn, OR 97068, United States"
8195,SoulJour,Yoga studio,iamsouljour.com,,
8196,Bruggere Capital,Consultant,bruggere.com,+1 503-682-7096,"30000 SW 35th Dr, Wilsonville, OR 97070, United States"
8197,Westside Coins & Currency,Coin dealer,westsidecoinsandcurrency.com,+1 503-452-3689,"425 2nd St #130, Lake Oswego, OR 97034, United States"
8198,Oregon Moo Duk Kwan,Martial arts school,oregonmdk.com,+1 503-867-3763,"1115 McVey Ave, Lake Oswego, OR 97034, United States"
8199,Kyra's Bake Shop,Bakery,kyrasbakeshop.com,+1 503-212-2979,"599 A Ave, Lake Oswego, OR 97034, United States"
8200,Essential Massage and Wellness,Massage therapist,essentialmassageandwellness.com,+1 917-612-5378,"460 5th St Suite C & F, Lake Oswego, OR 97034, United States"
8201,Lakewood Center for the Arts,Performing arts theater,lakewood-center.org,+1 503-635-3901,"368 S State St, Lake Oswego, OR 97034, United States"
8202,Nicoletta's Table and Marketplace,Italian restaurant,nicolettastable.com,+1 503-699-2927,"333 S State St suite m, Lake Oswego, OR 97034, United States"
8203,Seasons Living,Property management company,seasonsliving.com,+1 503-675-3925,"560 1st St #104, Lake Oswego, OR 97034, United States"
8204,Werner Financial Group,Investment company,wernerfinancialgroup.com,+1 503-546-5649,"696 McVey Ave, Lake Oswego, OR 97034, United States"
8205,ABR Commercial Mortgage,Mortgage lender,abrcommercialmortgage.com,+1 503-880-8779,
8206,Teragan,Environmental consultant,teragan.com,,
8207,ZHR Consulting,Human resource consulting,zhr-consulting.com,+1 503-888-0011,
8208,"Medica Holdings, LLC",Corporate office,medicaholdings.com,+1 503-227-1900,"5200 Meadows Rd #150, Lake Oswego, OR 97035, United States"
8209,Laura Martin at Cascade Sotheby's International Realty,Real estate agents,lauramartinproperties.com,+1 503-939-7810,"310 N State St #102, Lake Oswego, OR 97034, United States"
8210,"For The Love Of Trees, LLC",Tree service,fortheloveoftrees.com,+1 503-515-9520,
8211,Lake O. Floral,Florist,lakeofloral.com,+1 971-222-8362,"397 N State St, Lake Oswego, OR 97034, United States"
8212,Gretchen's Boutique,Hair removal service,gretchenspdx.wixsite.com,+1 971-354-1217,"47 Ladd St, Lake Oswego, OR 97034, United States"
8213,"Viken Douzdjian, MD",Surgeon,legacyhealth.org,+1 503-413-6555,"1130 NW 22nd Ave Suite 400, Portland, OR 97210, United States"
8214,Willamette Wine Concierge LLC,Travel agency,willamettewineconcierge.com,+1 910-988-6936,
8215,The Backdrop Studio,Art studio,thebackdropstudio.com,+1 203-820-1347,
8216,Lake Oswego Veterans Memorial,Memorial estate,loveteransmemorial.org,,"5010 Foothills Dr, Lake Oswego, OR 97034, United States"
8217,"B. Clark Interior Design, LLC",Interior designer,bclarkinteriordesign.com,+1 503-267-8927,
8218,Simonetti Legal Nurse Consultants LLC,Consultant,simonetti-legalnurse.com,+1 503-863-7242,"333 S State St, Lake Oswego, OR 97034, United States"
8219,VergePointe,Business management consultant,vergepointe.com,+1 503-684-0100,"5285 Meadows Rd #161, Lake Oswego, OR 97035, United States"
8220,Mapel Boutique,Women's clothing store,mapelboutique.com,+1 503-344-4573,"390 N State St #124, Lake Oswego, OR 97034, United States"
8221,Giantware LLC,Website designer,giantware.org,+1 971-757-6336,
8222,Pomme Partners LLC,Consultant,pommepartners.business.site,+1 503-705-4158,"13322 Leslie Ct, Lake Oswego, OR 97034, United States"
8223,Columbia Business Advisors LLC,Financial consultant,columbiabusinessadvisors.com,+1 503-624-6100,
8224,Pacific Lumber Resources,Lumber store,pacificlbr.com,+1 877-675-0040,"1159 McVey Ave, Lake Oswego, OR 97034, United States"
8225,Equilibrium Engineers LLC,Structural engineer,equilibriumllc.com,+1 503-636-8388,"16325 Boones Ferry Rd # 202, Lake Oswego, OR 97035, United States"
8226,"Casa Smith Designs, LLC",Landscape designer,casasmithdesigns.com,+1 971-204-8809,
8227,rarebrain,Business management consultant,rarebrain.com,+1 866-469-3711,"121 SW Salmon St, Portland, OR 97204, United States"
8228,VPD Integration Service LLC​​,Metal detecting equipment supplier,vpdintegrationservice.com,+1 503-583-3090,"8233 SW Cirrus Dr space 16-j, Beaverton, OR 97008, United States"
8229,Smart Move Property Management,Property management company,smartmovepropertymanagement.com,+1 503-577-5710,"2200 Crest Dr, Lake Oswego, OR 97034, United States"
8230,Oppenheimer & Co Inc,Investment bank,oppenheimer.com,+1 503-495-7417,"5000 Meadows Rd Suite 430, Lake Oswego, OR 97035, United States"
8231,StarCycle Lake Oswego,Physical fitness program,starcycleride.com,+1 503-303-4498,"375 2nd St, Lake Oswego, OR 97034, United States"
8232,HAN Legal,Law firm,hanlegal.com,+1 503-224-0499,"485 S State St, Lake Oswego, OR 97034, United States"
8233,Elk Rock Solutions,,elkrocksolutions.com,+1 503-560-6062,"777 Northshore Rd, Lake Oswego, OR 97034, United States"
8234,SterlingPoint Properties LLC,Real estate agency,sterlingpointproperties.com,+1 503-755-5151,
8235,"Heart Path Counseling, LLC",Counselor,heartpathcounseling.com,+1 503-867-2982,"11630 SE 40th Ave A, Milwaukie, OR 97222, United States"
8236,Elk Rock Capital,Financial consultant,elkrockcapital.com,+1 503-675-1700,"201 B Ave Suite 280, Lake Oswego, OR 97034, United States"
8237,Columbia Self Stor,Self-storage facility,columbiaselfstor.com,+1 503-692-3435,"19488 SW Mohave Ct, Tualatin, OR 97062, United States"
8238,Devine Color,Paint store,devinecolorfloor.com,+1 503-387-5840,"333 S State St, Lake Oswego, OR 97034, United States"
8239,MacKenzie + | Business Consultants,Marketing consultant,mackenzieplus.com,+1 503-225-0725,"696 McVey Ave Suite 101C, Lake Oswego, OR 97034, United States"
8240,"Lake Oswego Aesthetics, LLC.",Medical spa,lakeoswegoaesthetics.com,+1 503-805-3053,"201 B Ave #225, Lake Oswego, OR 97034, United States"
8241,"Eagle Property Management, LLC",Property management company,eaglepropertymanagementco.com,+1 503-697-9500,"1610 Lee St, Lake Oswego, OR 97034, United States"
